,title,content,write_date,url,writer,category
21,"전세 살던 (이름), 서초 아파트 매입…13억8000만원","(서울=뉴스1) (이름) 기자 = (이름) 열린민주당 의원의 아내가 지난해 서울 서초구 소재 아파트를 전세 7억원을 끼고 13억8000만원에 매입한 것으로 나타났다. 30일 국회 공보와 김 의원실에 따르면 김 의원의 아내는 서초구 우면동 40평(130.89㎡)대 아파트를 지난해 구입했다. 13억8000만원 중 7억원은 세입자 전세금으로 실제로는 6억8000만원으로 아파트를 샀다. 김 의원은 서울 관악구 봉천동 소재 전세 아파트도 신고했다. 25평(82.75㎡)인 해당 아파트는 전세 3억원으로 김 의원의 아내 명의로 돼 있다. 그간 김 의원은 봉천동 전세 아파트에서 거주해왔다. 김 의원은 지난 4월 라디오 인터뷰에서 '지금 관악구에서 전셋집에 살고 있다'며 '제가 지금 사는 집이 결혼한 이후로 12번째 이사한 집'이라고 언급하기도 했다. 김 의원 측 관계자는 이날 뉴스1과 통화에서 '김 의원이 무주택자이기 때문에 거주 목적으로 주택을 구입한 것'이라며 '다음달에 이사할 예정'이라고 설명했다.<저작권자 © 뉴스1코리아, 무단전재 및 재배포 금지>",2021-06-30 08:45:59,https://www.news1.kr/articles/?4355507,뉴스1,정치
22,"(이름), '과제' 확실했던 선발 데뷔전.. 희망도 엿봤다",". . '제구력'을 키워야 한다는 과제는 확실했다. 하지만 '묵직한 구위'라는 희망도 분명했다. kia 타이거즈의 '신예 우완' (이름)(23) 이야기다.. . 김(이름) 3일 광주-기아 챔피언스 필드에서 열린 '2016 타이어뱅크 kbo 리그' 정규시즌 한화와의 주중 3연전 두 번째 경기에 선발 등판해 3⅔이닝 2피안타 6볼넷 1사구 2탈삼진 1실점을 기록하고 패전투수가 됐다.. . 이날 kia는 선발 (이름)에 불펜까지 불안함을 노출하며 어려운 경기를 하고 말았다. 전날까지 활활 타올랐던 타선도 이날 철저하게 침묵했다. 이는 1-8 패배라는 결과물로 돌아왔다. 최근 7연승도 마감했다.. . 무엇보다 김(이름) 피칭이 아쉬움이 남았다. 이날 데뷔 후 처음으로 1군 무대에 선발로 나선 김(이름) 혹독한 선발 데뷔전을 치렀다.. . 기본적으로 제구가 문제였다. 볼넷 6개가 이를 증명한다. 스트레이트 볼넷도 4개에 달했다. 몸에 맞는 공 1개도 있었다. 스트라이크를 꽂는 데 애를 먹었다는 의미다.. . 결국 이것이 빌미가 되어 4회초 실점을 기록했고, 마운드에서 내려오고 말았다. 어떤 투수는 제구력은 필수다. 스트라이크를 던지지 못해서는 어려운 경기를 할 수밖에 없다. 이날 김(이름) 그랬다.. . 하지만 희망도 봤다. 140km 중후반을 기록한 속구의 구위다. 슬라이더와 커브도 나빴던 것은 아니었지만, 묵직한 속구가 돋보였다.. . 특히 1회초와 2회초가 그랬다. 1회초 김(이름) 1사 1루에서 (이름)에게 145km의 속구를 던져 유격수 땅볼을 유도했다. 유격수 실책으로 주자가 모두 살기는 했지만, 정상적이었다면 병살 코스였다. 이후 1사 만루에서는 (이름)에게 146km의 속구를 뿌려 유격수 땅볼을 유도했고, 이번에는 병살이 됐다.. . 2회초에는 무사 1,2루에서 (이름)에게 144km의 속구를 던져 유격수 땅볼을 유도했다. 단 한 경기로 모든 것을 판단할 수는 없지만, 자신의 최고 주무기라 할 수 있는 속구를 통해 타자들을 상대할 수 있음을 어느 정도 보여줬다. 희망적인 부분이다.. . 김(이름) kia가 큰 공을 들이는 선발 자원이다. 스프링캠프에서부터 선발로 준비했고, 인상적인 모습을 보였다. 이에 올 시즌 시범경기 개막전에 선발로 나서기도 했다.. . 결과적으로 정규시즌에서는 선발로 뛰지는 못했지만, kia 선발진의 미래로 꼽힌다. 그리고 이날 '1군 선발투수'로서 맛을 봤다. 결과는 좋지 못했지만, 첫 술에 배부를 수는 없다. 힘든 와중에도 어쨌든 실점은 1점으로 끝냈다. 과연 김(이름) 이후 어떤 모습을 보일지 관심이 쏠린다.. .",2016-08-03 22:43:35,https://star.mt.co.kr/stview.php?no=2016080315121377223,스타뉴스,스포츠
23,"서울시교육청, 과다 지급 정근수당 4억원 회수","(서울=뉴스1) (이름) 기자 = 서울시교육청은 737개 기관 825명에게 과다 지급한 정근수당 4억1267만원을 회수했다고 7일 밝혔다.아울러 과소 지급한 정근수당 1억3243만원은 추가 지급하도록 조치했다.서울시교육청은 지난 2014년 8월8일부터 11월17일까지 유치원 초등학교 중학교 고등학교 등 교원 2만5512명을 대상으로 실시한 정근수당 지급 적정 여부에 대한 사이버 감사결과를 공개했다.정근수당을 감사 사항으로 선정한 이유는 신분 변동자별로 지급 규정이 복잡해 착오 지급한 경우가 많아 기존 감사에서도 지적되는 사례가 많은 수당항목이기 때문이다.교육청에 따르면 지적건별 휴직사유가 가장 많은 '육아휴직'에 따른 정근수당 과다지급 사례가 661건(51%)으로 가장 많았다. 과소지급은 200건(16%)이었다.공사립별로는 공립은 610개 학교 1095건(4578만원)이며, 사립은 127개 학교 189건(871만원)이었다.교육청은 휴직종류 등 신분변동 사례별 정근수당 지급 때 담당자의 업무처리에 도움을 주기 위해 감사 실시 후 유의사항을 정리해 각급기관에 공문을 보냈다.또 교육청 홈페이지에도 탑재해 업무해 참고할 수 있도록 했다.교육청 관계자는 '앞으로도 청렴 교육행정이 실현될 수 있도록 업무담당자가 알아야 할 관련규정 안내와 감사사례집 보급 등을 적극 추진할 것'이라고 밝혔다.<저작권자 © 뉴스1코리아, 무단전재 및 재배포 금지>",2015-06-07 09:00:00,https://www.news1.kr/articles/?2267065,뉴스1,교육
24,"사카구치 켄타로, 순정만화처럼","영화 <오늘 밤, 로맨스 극장에서>의 주인공 사카구치 켄타로의 훈훈한 매력을 담은 화보가 공개됐다. 패션 미디어 <엘르> 8월호는 최근 사카구치 켄타로와 함께 화보를 진행했다. 지난 11일 개봉한 영화 <오늘 밤, 로맨스 극장에서>의 홍보를 위해 내한한 사카구치 켄타로는 바쁜 일정 속에서도 <엘르> 카메라 앞에 섰다.공개된 화보 속 사카구치 켄타로는 ‘남친짤 장인’다운 친근하고 훈훈한 매력을 보여주는가 하면 강렬한 눈빛으로 색다른 분위기를 자아내고 있다. 사카구치 켄타로는 톱모델 출신답게 프로페셔널한 포즈와 표정으로 촬영 현장 분위기를 한껏 끌어올렸다는 후문이다. 화보와 함께 진행된 인터뷰에서 사카구치 켄타로는 자신이 생각하는 본인의 매력, 배우로서의 목표, 현재 삶에 대한 만족도에 대한 이야기를 전했다. 사카구치 켄타로의 화보와 인터뷰는 오는 7월 20일 발행되는 <엘르> 8월호와 공식 웹사이트에서 만나볼 수 있다.",2018-07-18,https://www.elle.co.kr/article/20976,엘르,라이프스타일
25,'맘껏 뛰어놀렴'전주시 6개월간 놀이 프로그램 운영…초등생 290명 대상,"(전주=뉴스1) (이름) 기자 = 전북 전주시는 다음 달부터 내년 1월까지 6개월간 초등학생 290여명을 대상으로 놀이 프로그램인 '야호 전주 다함께 놀자'를 운영한다고 30일 밝혔다. '야호 전주 다함께 놀자'는 다양하고 창의적인 놀이기회를 제공해 아동의 건강한 성장을 돕는 사업으로, 보건복지부의 놀이혁신 선도지역 공모사업에 선정됐다.전주시는 월 3회의 놀이프로그램과 월 1회의 탐방프로그램을 제공하면서 부모와 함께하는 놀이전문가 특강도 부가적으로 진행할 계획이다.탐방프로그램은 숲놀이(산소리숲마을, 아(이름)숲) 예술놀이(서학동예술마을협의회, 소리지존, 수작마당) 책놀이(개골개골어린이도서관, 동화나래연구소) 전통놀이(아리맥, 전통문화콘텐츠연구소 연) 자유놀이(전주 ymca, 창의예술연구회) 5개 분야로 나뉘어 총 11개 기관에서 진행된다.전주시 관계자는 '아동이 행복하고 살기 좋은 지역으로 만들기 위해 양질의 놀이 프로그램을 제공할 계획'이라며 '아동들이 다양한 놀이를 통해 놀권리를 보장받고 다함께 뛰어놀며, 몸과 마음이 건강하게 자랄 수 있도록 최선을 다하겠다'고 말했다.<저작권자 © 뉴스1코리아, 무단전재 및 재배포 금지>",2020-07-30 17:28:40,https://www.news1.kr/articles/?4012098,뉴스1,지역
26,춘천 cctv 153대 추가 설치…노후 110대 교체,"(춘천=뉴스1) (이름) 기자 = 강원 춘천시는 시민들의 안전을 위해 폐쇄회로(cc)tv 153대를 추가 설치하고, 노후한 110대를 교체한다고 9일 밝혔다.이를 위해 14억 원이 투입되고 설치 및 교체 완료 시기는 오는 9월이다.시는 지난 2월 현장 실사를 통해 주택가 방범 취약지, 어린이놀이터, 공원 등 cctv 신규 설치 지역을 선정했다.이번에 설치되는 cctv는 방범, 어린이 보호 안전, 쓰레기 불법 투기 감시 등 다용도이다.cctv는 시청 통합관제센터에서 24시간 감시한다.현재 지역 내 cctv는 방범용 1154대, 어린이 보호용 108대, 어린이 안전용 125대, 차량번호인식용 57대 등 총 1444대이다.시 관계자는 “지속적으로 cctv를 추가 설치하고 노후된 건 교체할 것”이라고 말했다.<저작권자 © 뉴스1코리아, 무단전재 및 재배포 금지>",2020-07-09 16:27:05,https://www.news1.kr/articles/?3991217,뉴스1,사건사고
27,"웨어러블 시대 \'성큼\'…韓연구진, 투명·유연한 소재 개발","= 투명한 '은 나노와이어'+ 유연한 '탄소나노 튜브' 복합소재 고안. (서울=뉴스1)(이름) 기자 = . 미래창조과학부(장관 (이름))는 국내 연구진이 투명한 '은 나노와이어'와 유연한 '탄소나노 튜브'의 장점을 살린 복합소재를 개발해 차세대 웨어러블 장치 개발의 실마리를 찾았다고 23일 밝혔다.. . 이번 연구는 고승환 서울대 기계항공공학부 교수의 주도로 (이름) mit 연구원, 함주연 kaist 연구원, (이름) kaist 연구원 등이 미래부의 중견연구자지원사업 지원을 받아 진행했다. 연구결과는 지난 14일 첨단기능성소재 분야 국제학술지 어드밴스드 펑셔널 머티리얼스(advanced functional materials)에 게재됐으며 vip(very important and urgent paper)로 평가되기도 했다.. . 은 나노와이어는 투명하나 유연성이 떨어지고 탄소나노튜브는 유연하나 투명성이 떨어져 각각 투명전극의 소재로 한계가 있었다. 이에 연구팀은 은 나노와이어와 탄소나노튜브를 복합, 각각의 단점을 보완해 투명하고 신축성이 뛰어난 투명전극용 전극소재를 고안했다. 특히 이번 복합소재는 굽히거나 접어도 안정적으로 (이름)을 유지해 착용했을 때 불편함이 없는 차세대 웨어러블 전자장치 개발에 기여할 것으로 기대된다.. . 연구팀은 이 복합소재를 이용해 터치스크린에 전극을 구현한 데서 나아가 공정시간 단축 등을 위한 후속연구를 진행할 계획이다. 고승환 교수는 '개발된 제작방법은 은 나노와이어와 탄소나노튜브 이외에도 적용할 수 있고 자유로운 패터닝이 가능해 여러 나노소재로 다양한 형태의 박막층을 만드는 데 응용될 것'이라고 밝혔다.. . .",2014-07-23 12:00:00,https://www.news1.kr/articles/?1782092,뉴스1,건강
28,"리복, 액티브칠 벤트 출시…통기성, 편안함, 쾌적함 갖춰","리복이 스포츠웨어 액티브칠 벤트(activchill vent)를 선보였다. . . 액티브칠 벤트는 흡수력이 뛰어난 스피드윅 기술을 적용해 쾌적함을 유지하는 한편, 운동시 열감이 빠르게 올라오는 히트존(heat zone)에는 쟈가드 니트 조직을 배치해 패브릭 자체가 숨을 쉬는 듯한 통기성을 확보했다. . . 이번에 출시되는 액티브칠 벤트는 남성용 티셔츠와 여성용 탱크톱으로 구성됐다. . . 리복 마케팅 팀은 '액티브칠 벤트는 요즘과 같은 따뜻한 날씨나 여름뿐만이 아닌 실내 스포츠를 즐길 때에도 적합한 옷”이라며, “체내에 열이 오를수록 특수 재질의 패브릭이 기능을 발휘하여 통풍과 건조를 동시에 도와주는 만큼 더울수록 더욱 쾌적하고 강력한 피트니스 라이프를 즐길 수 있는 것은 물론, 한 여름에는 이너로 착용하여 쿨한 여름을 보낼 수 있는 아이템”이라고 전했다.. . 액티브칠 벤트 제품에 대한 보다 자세한 정보는 리복 공식 홈페이지와 리복 인스타그램 및 페이스북 페이지에서 확인할 수 있다.",2018-04-27 05:24:00,https://moneys.mt.co.kr/news/mwView.php?no=2018042615248036062,머니S,산업
29,"靑 '野, 선 넘은 정치공세이자 색깔론…터무니없는 선동'","[서울=뉴시스] (이름) (이름) 기자 = 청와대는 1일 지난 2018년 4월 남북 정상회담 과정에서 북한에 원전 건설을 제의했다는 야권의 주장에 대해 강경 대응을 이어갔다. 청와대 고위관계자는 이날 춘추관에서 기자들과 만나 '북한 원전 건설 추진' 의혹을 제기하는 야권을 향해 '선을 넘은 정치공세이자 색깔론'이라며 '국민을 혹세무민하는 터무니없는 선동'이라고 비판했다. 월성원전 관련 수사 과정에서 공개된 산업통상자원부의 북한 원전 추진 문건과 관련한 국민의힘의 공세에 대해 강력히 대응하는 모습이다. 국민의힘은 남북 정상회담 당시 (이름) 대통령이 (이름) 북한 국무위원장에게 건넨 이동식저장장치(usb)의 내용을 공개하라고 압박하고 있다. 또 월성원전 관련 수사 과정에서 공개된 검찰의 공소장 내용을 두고 '원전 게이트를 넘어 정권의 운명을 흔들 수 있는 충격적인 이적행위'라고 규정하며 공세를 강화하고 있다.문 대통령은 지난 29일 참모진들을 불러 '그동안 수많은 마타도어를 받아왔지만 이 정도 수준은 받아들이기 어렵다'며 강한 어조로 성토한 것으로 전해졌다.이에 (이름) 청와대 대변인은 같은 날 이 같은 주장을 한 (이름) 국민의힘 비상대책위원장을 향해 '북풍공작과도 다를 바 없는 무책임한 발언'이라며 '정부는 법적 조치를 포함해 강력히 대응할 것'이라고 밝혔다.청와대와 당정이 이토록 강경 대응에 나선 것은 야권의 '종북 프레임'을 선제적으로 차단하겠다는 뜻으로 풀이된다. 청와대 내부적으로는 기밀(이름) 등록된 usb 공개도 검토하고 있는 것으로 전해졌다.(이름) 청와대 초대 국정상황실장으로 남북정상회담 실무준비를 총괄했던 (이름) 의원은 '선거 때만 되면 이런 모습들이 자주 나오는데 과거에 국민의힘이 자주 해왔던 패턴'이라며 '이번에는 조금 과했다'고 비판했다.◎공감언론 뉴시스 kyustar@(이메일), rediu@(이메일)",2021-02-01 11:52:39,https://newsis.com/view/?id=NISX20210201_0001325044,뉴시스,취미
30,"금성출판사 푸르넷 공부방, 10월 사업설명회 전국에서 70회 실시","금성출판사 푸르넷 공부방이 10월 한 달 간 전국에서 총 70회의 ‘푸르넷 공부방 사업설명회’를 개최한다고 밝혔다. . . 푸르넷 공부방은 10월 한 달 간 전국 64개 지점에서 총 70회 푸르넷 공부방 사업설명회를 연다. 이번 사업설명회에서는 최신 교육산업의 트렌드와 함께 공부방 창업 정보, 푸르넷 공부방의 교육 시스템 내용을 상세하게 확인할 수 있다. 특히 푸르넷 공부방 고수익 강사들의 사업 노하우와 실질적인 공부방 운영 방법까지 제공한다. 참가하고 싶은 사람은 푸르넷 공부방 홈페이지에서 지역과 일정을 확인하고 전화로 접수하면 된다.. . 자세한 사항은 푸르넷 공부방 홈페이지에서 확인 가능하다.",2019-10-07 08:16:35,https://moneys.mt.co.kr/news/mwView.php?no=2019100708158010344,머니S,산업
31,4일 광주·전남 미세먼지저감조치 발령…공공기관 차량 2부제,"(광주=뉴스1) 허단비 기자 = 미세먼지 특별법 시행 이후 광주와 전남에 이번달 첫 미세먼지 비상저감조치가 내려졌다.올해 광주 전남 미세먼지 비상저감조치는 지난달 22일, 23일, 28일에 이어 네번째 시행됐다.3일 광주시와 전남도에 따르면 4일 오전 6시부터 오후 9시까지 고농도 미세먼지 비상저감조치가 시행된다.광주시와 전남도는 이날 공공과 민간에 고농도 미세먼지로 인한 미세먼지저감조치가 내려진다고 알렸다.비상저감조치가 내려지면 차량 2부제, 사업장과 공사장 운영 단축 조정, 차량운행 제한 등의 조치가 취해진다. 행정 공공기관 소속 임직원은 차량 2부제 의무 적용대상이다. 4일은 짝숫날이므로 차량 번호 끝자리가 짝수인 차만 운행할 수 있다. 다만 민원인 출입차량은 의무가 아니어서 자발적으로 참여할 수 있다.또 시 도 조례로 정한 운행 제한 대상 차량의 이용을 제한하고 공공기관 운영 사업장과 공공 민간건설공사장, 민간참여 사업장의 운영을 단축한다.광주시와 전남도는 먼지가 많이 발생하는 도로에서 진공 흡입차량과 살수차 운행을 늘릴 계획이다.한편 지난달 15일 미세먼지 특별법이 시행되면서 그동안 지침이나 설명서에 따라 시행했던 '고농도 미세먼지 비상저감조치'의 법적 근거가 확보, 과태료 부과 등 이행강제 수단이 마련됐다.저감조치는 16시간 동안 초미세먼지 농도(pm2.5 1000분의 2.5㎜보다 작은 먼지)가 1㎥당 50마이크로그램(㎍)을 초과할 경우, 다음날 24시간 동안 미세먼지 농도가 50㎍/㎥를 초과할 것으로 예상될 때 내려진다.<저작권자 © 뉴스1코리아, 무단전재 및 재배포 금지>",2019-03-03 17:59:02,https://www.news1.kr/articles/?3561348,뉴스1,교육
32,[오늘의 국회토론회-19일] 교통법규 상습위반자 어떻게 관리할 것인가?,". [국회 토론회]. . *교통법규 상습위반자 어떻게 관리할 것인가? : 교통법규 상습위반! 모두를 위험에 빠뜨리는 범죄행위, 언젠가는 돌아옵니다.. - 14:00 의원회관 신관 제3세미나실. - (이름) 의원실. . *한반도 통일과 세계평화를 위한 세계 국회의원들의 역할 : 70개국 국회의원이 함께하는 iapp 2018 국제 컨퍼런스. - 15:00 의원회관 대회의실. - (이름) 의원실, 세계평화국회의원연합. . *4차 산업시대, 체외진단의료기기 규제혁신방안 모색을 위한 토론회. - 15:30 의원회관 신관 제1세미나실. - (이름) 의원실.",2018-02-19 05:57:59,https://news.mt.co.kr/mtview.php?no=2018021817117658268,머니투데이뉴스,정치
33,"인터밀란, '호날두 침묵' 유벤투스 2-0 격파… 1위와 승점 동률",이탈리아를 대표하는 라이벌전에서 인터밀란이 웃었다.. . 인터밀란은 18일(한국시간) 이탈리아 밀라노의 쥐세페 메아차 스타디움에서 열린 2020-2021 세리에a 18라운드 유벤투스와의 이른바 '이탈리아 더비'에서 2-0 완승을 거뒀다.. . 상위권 순위 다툼을 펼치는 두 팀은 최정예 전력으로 서로를 상대했다. 인터밀란은 안토니오 콘테 감독이 즐겨쓰는 백3 전술을 들고 나온 가운데 최전방에 로멜루 루카쿠-라우타로 마르티네스 투톱이 다시금 출격했다. 유벤투스는 이에 맞서 리그 득점 선두(15골) 크리스티아누 호날두와 부상에서 복귀한 알바로 모라타가 최전방에서 짝을 이뤘다.. . 경기 균형은 경기 시작 12분 만에 깨졌다. 미드필더 니콜라 바렐라가 내준 패스를 베테랑 아르투로 비달이 머리로 마무리하며 선취골을 터트렸다. . . 일격을 허용한 유벤투스는 곧장 반격을 노렸으나 눈에 띌 만한 장면을 보여주지는 못했다. 반면 인터밀란은 이날 경기에서 무려 14개에 달하는 슈팅(유효슈팅 6개)을 때려대며 유벤투스 골문을 위협했다. . . 후반에도 인터밀란의 공격은 이어졌고 결국 후반 7분 바렐라가 추가골을 터트려 점수차를 벌렸다. 유벤투스는 경기 내내 볼점유율에서 우세를 점했지만 득점 기회로 잘 이어지지 않으며 경기를 따라잡는 데 실패했다.. . 이날 경기 결과로 인터밀란은 12승4무2패 승점 40점이 돼 한경기를 덜 치른 1위 ac밀란(12승4무1패)의 승점과 동률을 맞췄다. 시즌 2패째를 당한 유벤투스는 9승6무2패 승점 33점으로 리그 5위에 머물렀다.,2021-01-18 09:55:52,https://moneys.mt.co.kr/news/mwView.php?no=2021011809518066800,머니S,스포츠
34,부산 태풍 경보로 광안대교 통제… 침수·붕괴 등 피해 속출,"제25호 태풍 ‘콩레이’가 부산으로 접근하면서 주택 담벼락이 무너져 내리고 가로수가 쓰러지는 등 강풍 피해가 속출하고 있다.. . 6일 부산소방본부에 따르면 태풍 콩레이 여파로 오전 8시 기준 소방상황실에 총 44건, 경찰에는 8건이 피해사례가 접수됐다.. . 이날 오전 6시25분쯤 부산시 부산진구 양정동에 있는 한 다세대 주택에서는 집중 호우와 강풍으로 지반이 약해져 약 7m 길이의 담벼락이 무너졌다.. . 신고를 받고 출동한 소방대원과 경찰은 현장 주변을 통제하고 거주자를 대피시킨 뒤 담벼락 밑에 있는 가스통을 옮기는 등 안전조치를 취했다.. 앞서 오전 5시31분쯤 부산시 동래구 명장동 주택가 도로 위에 가로수가 쓰러져 막고 있다는 내용의 신고가 접수돼 경찰과 소방대원이 현장에 출동해 제거작업을 벌였다. . . 주요 침수구간인 세병교와 연안교 하부도로, 광안대교 상판, 남항대교, 부산항대교, 덕천배수장 주변도로, 광안대교 하판 등의 차량통행이 통제 중이다. . . 부산지방기상청에 따르면 오전 9시 기준 부산지역에 내린 누적강수량은 부산 금정구 144㎜, 동래 116.5㎜, 부산진 93.5㎜, 중구 대청동 관측소 100.9㎜, 해운대 92.5㎜ 등으로 집계됐다. 순간최대풍속은 이날 부산 가덕도 기준 초속 27.7m를 기록했다. .",2018-10-06 10:42:09,https://moneys.mt.co.kr/news/mwView.php?no=2018100610358044541,머니S,사회일반
35,"[n화보] (이름), '가을 남자'로…깊어진 눈빛+남성미","(서울=뉴스1) (이름) 기자 = 배우 (이름)이 가을 남자로 변신했다.19일 한 의류브랜드가 전속모델 (이름)과 함께 한 19f/w 화보를 공개했다. '뉴니스 위드 미-커넥트 미'(newness with me connect me)를 콘셉트로 한 화보를 통해 (이름)은 한층 깊어진 남성미로 보는 이들의 이목을 집중시켰다. 색감 있는 니트로 포인트 스타일링을 선보이기도 했으며, 코트와 가디건, 트렌치코트 등의 다양한 아이템을 활용한 레이어드 룩으로 가을 분위기를 물씬 풍겼다.의류 브랜드 측은 '현재의 나와 새로운 나를 연결하는 다양한 매개체들을 이용해 새로운 시각으로 스스로를 바라보고, 또 다른 자신의 모습을 발견해가는 (이름)의 모습을 감도있게 담아냈다'고 밝혔다.<저작권자 © 뉴스1코리아, 무단전재 및 재배포 금지>",2019-08-19 09:12:27,https://www.news1.kr/articles/?3698105,뉴스1,문화
36,교통공사노조 '파업 대체인력 투입 몰지각'…서울시 '시민편의 우선',"【서울=뉴시스】(이름) (이름) 기자 = 서울교통공사노동조합(서울교통공사노조)는 7일 지하철 9호선 언주역~중앙보훈병원역(2·3단계 구간) 파업에 서울시가 대체인력을 투입한 것과 관련, '어처구니없는 일'이라고 비판했다. 서울교통공사노조는 이날 성명에서 '서울시는 시민불편을 (이름) 들어 9호선 노동자들의 정당한 헌법적 권리행사, 합법적인 파업투쟁에 대체인력을 투입했다. 일관성이 있어야 한다'며 '일관성이 있어야 신뢰를 받고 노동존중 시정철학의 진정성을 인정받을 수 있다'고 지적했다. 서울교통공사노조는 '얼마 전 박원순 서울시장은 비정규직 정규직화 감사결과에 대해 '감사원이 시대적·역사적 과제와 노동 현실에 대한 충분한 이해 없이 한 판단'이라며 노동존중특별시의 시정철학을 강조했다'면서 '노동존중 철학은 정치공학이 아니며 필요에 따라 잣대를 달리하는 고무줄이 아니다'라고 비판했다. 이들은 '서울시가 말하는 노동존중은 철학이 아니라 '그 때 그 때 달라요'라는 편의주의 철학이란 말인가. 9호선 노동자들과 소수의 헌법적 권리는 중요하지 않단 말인가'라며 '대체인력 투입이라는 비상식적 수단을 통해 파업을 무력화시키고자 하는 박 시장과 서울시의 몰지각한 행태를 규탄한다'고 밝혔다. 서울시는 최종적인 목표는 시민의 원활한 교통 이용과 최고의 서비스라고 강조했다. 황인식 서울시 대변인은 이날 정례브리핑에서 '노동조합이든 서울시든 최종적 목표는 시민의 원활한 교통 이용과 최고의 서비스'라며 '여기에 대해선 어떤 불일치 내지는 이견이 있을 수 없다'고 설명했다. 황 대변인은 '서울교통공사의 노조 입장에서는 그렇게 말할 수 있겠지만 서울시는 시민의 (이름)단 편의를 위해 최선을 다할 것'이라며 '노조와 서울교통공사 간에 합의가 될 것으로 전망하고 있다. 서울시도 열심히 의사소통에 임하고 있다'고 말했다. 지하철 9호선 2·3단계 구간을 운영 중인 서울교통공사 9호선 운영부문의 노동조합(서울메트로9호선지부)이 이날 오전 5시30분부터 파업에 돌입했다. 노사는 지난 5월16일부터 15차례에 걸친 교섭을 통해 협상을 지속해 왔지만 주요 쟁점사항인 연봉제 폐지·호봉제 도입과 민간위탁 운영방식 폐지 등에 대해 합의점을 찾지 못했다. 노조는 이날부터 9일까지 3일간의 파업을 선언했다. 2·3단계 운영사는 서울교통공사 자회사인 '서울교통공사 9호선운영부문'이다.서울교통공사 9호선운영부문은 파업에 대비해 필수유지인력 95명과 지원인력 등 69명을 확보해 (이름)영가능인원 130명 대비 34명 많은 164명의 운영인력을 확보하는 열차 (이름)행 대책을 마련했다. 또 파업 참여 노조의 태업이나 필수유지업무를 방해하는 행위에 대해 엄정 대처하고 책임을 물을 방침이다.mkbae@(이메일), yoonseul@(이메일)",2019-10-07 11:43:54,https://newsis.com/view/?id=NISX20191007_0000791406,뉴시스,라이프스타일
