,title,content,write_date,url,writer,category
93,"올림푸스, 세로그립 일체형 카메라 'om-d e-m1x' 공개","올림푸스한국은 전문 사진작가를 위한 미러리스 카메라 신제품 'om-d e-m1x'(이하 e-m1x)를 25일 공개했다.. . e-m1x는 뷰파인더를 보며 장시간 촬영하는 전문 사진작가에게 최적의 그립감과 조작성을 제공하기 위해 세로그립 일체형으로 설계됐다. 또한 빠른 작업을 위해 '1버튼 1기능' 구성으로 버튼과 레버의 배치도 새롭게 바꿨고, 뷰파인더에서 눈을 떼지 않고 촬영할 수 있도록 버튼높이와 모양도 달리했다.. . 초경량 마그네슘 합금으로 제작된 본체는 무게가 849g이다. 전문 사진작가의 사용성에 맞추기 위해 sd 메모리카드와 배터리를 2개씩 장착할 수 있는 듀얼 슬롯, 듀얼 배터리 구조를 적용했다. 스포츠경기나 야외촬영 등을 위해 방진, 방적, 방한 설계를 강화했으며, 초당 3만회 이상 초고속 진동으로 센서에 붙어있는 먼지를 제거해주는 'sswf'(수퍼소닉웨이브필터) 기술을 적용했다.. . 제품에는 올림푸스의 최신 화상처리엔진 '트루픽 viii' 2개가 탑재돼 빠른 (이름) 처리와 8000만 화소의 초고해상도 촬영을 지원한다. 여기에 본체 내장형 5축 손떨림 보정 시스템을 더해 삼각대 없이 촬영할 때도 흔들림을 (이름)한다.. . e-m1x의 또 다른 특징은 강력한 자동초점 성능이다. ai(인공지능) 딥러닝 기술을 활용한 '피사체 추적 알고리즘'을 적용해 카메라가 특정 피사체를 감지하고 자동으로 초점을 맞춰준다.. . 제품은 오는 2월말 출시 예정으로, 가격은 (이름)지 않았다.. . 이쿠타 시노부 올림푸스한국 영상사업본부장은 '이 제품은 전문가가 만족할만한 수준의 선명한 화질과 소형, 경량 디자인을 결합한 미러리스 카메라'라며 '제품을 통해 하이엔드 미러리스 시장의 새로운 트렌드를 만들겠다'고 말했다.. . 한편 올해로 창립 100주년을 맞은 올림푸스는 이를 기념해 전세계 2000대 한정으로 실버 색상의 om-d e-m1 마크 ii를 2월 말부터 판매한다. e-m1 mark ii는 2016년 선보인 미러리스 카메라로 당시 블랙 색상으로 출시했었다..",2019-01-25 13:57:40,https://news.mt.co.kr/mtview.php?no=2019012510192552295,머니투데이뉴스,IT_과학
94,"nh농협금융, nh농협리츠운용 출범…'농협금융 새 수익원'",". nh농협금융지주는 5일 서울 영등포구 국제금융로 소재 nh농협리츠운용 본사에서 (이름) 회장을 비롯한 금융지주 계열사 ceo(최고경영자)가 참석한 가운데 nh농협리츠운용 출범식을 가졌다고 밝혔다.. . nh농협리츠운용은 부동산투자회사법에 따른 부동산자산관리회사(reits amc)로 농협금융의 100% 자회사다. . . 이날 출범하는 nh농협리츠운용은 경제사업과 금융사업을 아우르는 범농협의 네트워크를 바탕으로 국내 부동산 시장을 선도하는 초우량 부동산 투자운용사가 될 것으로 기대된다. . . nh농협리츠운용은 지난달 27일 국토교통부로부터 본인가를 받았으며, 농협금융의 다양한 채널을 통해 고객들에게 우수한 부동산 투자 상품을 제공할 예정이다.. . 김 회장은 '(이름)과 창의성을 바탕으로 고객의 자산가치를 제고할 수 있는 최고의 상품을 출시하고, 농협금융의 새로운 수익원으로서 역할을 충실히 해줄 것'을 당부했다.. . 서철수 nh농협리츠운용 대표는 '계열사간 긴밀한 협업을 통해 시너지를 창출하고, 안정적 수익기반을 다져 회사가 조기에 시장에 안착할 수 있도록 노력하겠다'고 말했다..",2018-07-05 11:27:26,https://news.mt.co.kr/mtview.php?no=2018070511234348148,머니투데이뉴스,경제
95,"(이름) 의원, 섬진강 수해 책임 환경부·수공 감사 촉구","(순천=뉴스1) (이름) 기자 = (이름) 더불어민주당 국회의원(전남 순천 광양 곡성 구례 갑)은 25일 법제사법위원회 전체회의에서 감사원에 한국수자원공사와 환경부에 대한 감사를 촉구했다. 소 의원은 '이번 섬진강 수해는 지난 7일부터 9일까지 집중호우가 예상됐음에도 불구하고 댐을 관리하는 한국수자원공사가 댐 수위와 방류조절을 실패한 것이 원인'이라며 '감사원은 홍수 관리를 엉터리로 한 한국수자원공사와 통합 물관리에 책임이 있는 환경부를 감사하고 재발을 방지해야 한다'고 주장했다.이어 '순천시 황전면 피해 주민들은 '안내문자보다 물이 더 빨리 넘쳤다', '갑자기 물이 넘어와서 어떻게 해볼 수가 없었다'고 증언했다'며 '댐 방류 당시 수자원공사의 늑장통보도 피해가 확대된 원인 중 하나였다'고 지적했다.그러면서 '환경부가 댐관리 조사위원회를 구성해 이번 홍수피해를 조사하겠다고 하지만 환경부 역시 홍수대책의 컨트롤타워 역할을 해야 하는 수해 책임의 당사자'라며 '객관적이고 정확한 조사를 위해 감사원이 직접 나서야 한다'고 목소리를 높였다.소 의원은 미래통합당에서 섬진강 수해 원인이 4대강사업을 안했기 때문이라는 지적에 대해 '수해 현장에 가서 보면 4대강 사업과는 무관함을 알 수 있다'며 '지금 수해 피해로 인한 주민들의 고통이 극심한데, 이를 두고 정쟁을 하는 것은 매우 안타까운 일'이라고 선을 그었다.오후 보충질의에서 소 의원은 (이름) 법무부장관에게 '코로나19 방역의 실효성 강화와 감염병 확산에 대한 국민들의 불안 해소 차원에서 합동점검본부 설치를 적극 검토해야 한다'고 강조했다.<저작권자 © 뉴스1코리아, 무단전재 및 재배포 금지>",2020-08-25 18:51:46,https://www.news1.kr/articles/?4037248,뉴스1,교육
96,[book] 미학과 창의경영 外,"철학 브런치. 철학 책은 펼쳐 들면 졸음이 쏟아질 것 같고, 도무지 이해하기 어려운 말들로 가득 차 있을 거라는 (이름)가 떠오른다. 이 책은 이는 철학자들의 이야기를 날것 그대로 음미하게 해 주지 않고, 쪼개고 덧붙이고 해체하면서 ‘학문화’시켰기 때문에 생긴 편견이라 주장한다. 소크라테스부터 하이데거까지 16명 철학자들을 흥미롭게 소개한다.. . 사이먼정 지음 / 부키 펴냄 / 1만8000원. . 미학과 창의경영. 스마트 기기는 모바일 시대의 (이름)을 열었을 뿐 아니라 전자산업과 우리의 일상생활 자체의 패러다임에 엄청난 전환을 가져왔다. 그리고 스마트폰에서 ‘스마트+폰’의 구조로 해체돼 독립된 ‘스마트’가 다른 전자기기에도 적용되면서 산업의 영역을 무한대로 확장시킨 것. 저자는 이런 트렌드가 '신(新) 노마드 경제 패러다임'으로 이어질 것이라며 그 내용을 상세히 알려준다.. . (이름) 지음 / b2 펴냄 / 1만5000원. . 자세부터 잡고 갑시다. ‘한쪽으로만 자주 다리를 꼬고 앉는가?’, ‘바지 뒷주머니에 지갑을 넣어 다니는가?’, ‘오래 앉아 있는가?’…. 우리나라 직장인들의 장기적인 자세 불량이 가져올 위험을 경고한다. 그리고 자신도 모르게 취하는 나쁜 자세가 허리디스크를 유발하고, 모니터의 높이가 두통을 일으킬 수 있다며 바른 자세의 중요성을 강조한다.. . (이름) 지음 / 흐름출판 펴냄 / 1만4000원. . 5년 후 포르쉐 타고 싶다면 미국 주식 지금 당장 올라타라. 2014년 6월 s&p500과 나스닥지수가 it버블이 한창이던 1998년 이후, 16년 만에 ‘6분기 연속 상승’이라는 기록을 달성했다. 그리고 8월에는 s&p500지수가 사상 처음으로 2000을 돌파하면서 미답의 땅을 밟았다. 이 책은 승승장구 하고 있는 미국 증시가 상승할 여력이 아직도 충분하다며 미국 주식에 주목할 것을 주문한다.. . (이름) 지음 / 스마트비즈니스 펴냄 / 1만5000원. . 웨어러블 혁명. 스마트 글래스, 스마트 워치, 스마트tv, 스마트 아령… 모든 사물이 인터넷으로 연결되는 사물인터넷, iot(internet of things)에 대한 관심이 날로 커지고 있다. 하지만 이를 공급자들이 만들어낸 일시적인 마케팅 키워드에 불과하다며 치부하는 전망도 존재한다. 사물인터넷과 웨어러블 디바이스의 본질을 분석했다.. . (이름) 외 지음 / 한스미디어 펴냄 / 1만3500원. . 공부보다 더 중요한 것들. 백악관에서 대통령 수행 비서 보좌를 맡으며 매일 아침 브리핑 자료를 준비해야 했던 수진과, 뉴욕 맥킨지에서 일하면서 아이비리그 최고의 두뇌들 속에서 새로운 차원의 일과 경쟁을 벌여야 했던 패트릭의 이야기를 통해 오늘날 세계의 젊은 리더들이 현 시대를 어떻게 살아가고 있으며 자신들의 네트워크를 어떻게 구축하고 있는지, 어떤 미래를 준비하고 있는지를 생생하게 알려준다.. . (이름) 외 지음 / (이름) 옮김 / 웅진지식하우스 펴냄 / 1만3000원. . 흑백 테레비를 추억하다. 한국 방송사에서 흑백 텔레비전 시대는 1980년 11월30일로 끝났다. (이름)폐합에 의해 동양방송이 마지막 고별 방송을 끝으로 사라진 날이 11월 30일이며, 그 다음날 12월1일부터 각 방송사는 컬러 방송을 송출을 시작한 것이다. 흑백 텔레비전 시절 한국 방송의 변화 과정을 (이름)고, 그 시절의 주요 방송 프로그램과 인물, 방송 일화를 통해 향수를 자아낸다.. . (이름) 지음 / 알렙 펴냄 / 1만4000원. . 타박타박 부여 나긋나긋 사비. 부소산부터 정림사지와 궁남지를 거쳐 홍산면, 백제문화단지까지 이어지는 로드 에세이, 부여의 골목 곳곳을 천천히 누비고, 사람과 풍경을 만나고 즐긴 이야기를 담았다. 구석구석 여행이라는 게 얼마나 지독하고, 또 매력적인 여행인지, 그리고 부여라는 곳이 얼마나 긴 시간과 풍경을 깨알같이 간직한 곳인지를 소개한다.. . (이름) 지음 / 비하인드 펴냄 / 1만5000원. . . . ☞ 본 기사는 <머니위크>제352호에 실린 기사입니다..",2014-10-11 07:15:00,https://moneys.mt.co.kr/news/mwView.php?no=2014100113388094007,머니S,취미
97,"신우, 신임 대표이사에 (이름)씨",신우는 경영상 효율성 도모하기 위해 대표이사를 (이름)씨에서 (이름)씨로 변경한다고 1일 공시했다.,2014-04-01 16:25:28,https://news.mt.co.kr/mtview.php?no=2014040116254282257,머니투데이뉴스,산업
98,'이 상황에 수백명 모이는 주총해야 할까'…주총시즌 기업들 '골머리',"'코로나19 때문에 여러 명이 모이는 것도 걱정인데 만에 하나 주주총회에서 확진자가 나오면 사옥을 폐쇄해야 하지 않습니까?'. . 국내 대기업 상장사들이 3월 주주총회 시즌을 앞두고 고민에 빠졌다. 코로나19(covid-19)가 창궐하는 이 시기에 주총을 강행하는 것도 부담스러운데 혹시나 사내에서 주총을 열었는데 확진자가 나오면 '직장 폐쇄'가 이뤄질 수 있어서다. . . 그렇다고 정관 변경이나 이사·감사 선임, 재무제표 승인 같은 중요 안건들을 주총 결의 없이 건너뛸 수도 없다. . . 이 때문에 주총 업무 담당 부서마다 주총 '개최장소'를 놓고 골머리를 앓고 있다. 다수 기업들은 주총 일정과 장소를 이미 발표하고도 제2의 장소, 심지어 제3의 후보지까지 물색한 것으로 알려졌다. 주총 직(이름) 주총 당일에 개최장소에서 확진자가 나올 경우 급하게 장소를 변경해야 하기 때문이다. . . lg전자와 lg디스플레이는 이런 (이름) 올해 주총 소집 결의 공시에서 이례적으로 '장소 변경' 가능성과 이에 대한 권한 위임을 명시했다. lg전자는 '코로나19 등 비상사태 발생 시 주총 일정과 장소 변경은 대표이사에게 위임한다'고 못 박았다. 만일의 사태에 대비해 일정 변경의 근거를 마련해 놓은 것이다. . . 상법상 주총 소집 시 2주 전에는 장소 등을 주주들에게 사전 통지해야 한다. 불가피한 사유가 있다고 법원이 인정하면 사전 통지한 주총 시간이나 장소를 바꿀 수 있지만 자칫 불법 소지가 높다. . . 노조의 주총장 봉쇄에 따른 주총 시간과 장소 변경은 가능하다는 대법원 판례가 있지만 코로나19 같은 재난사태 시 주총 일정과 장소를 변경해도 된다는 판례는 아직 없다.. . 재계 관계자는 '많은 기업들이 코로나19 때문에 주총 당일 대혼란을 겪을 수 있다'며 '감염병과 재난사태에 따른 주총 변경이 합법이냐는 법적 문제에 휘말릴까 걱정스럽다'고 밝혔다.. . 주총 장소를 섭외해 사전 통지까지 마쳤는데 갑자기 대관이 취소되는 사례도 적지 않다. 금호석유화학과 에스원은 당초 서울 중구 서울ymca에서 주총을 열 방침이었지만 서울ymca가 코로나19를 우려해 대관을 일방적으로 취소하며 애를 먹었다. 부랴부랴 다른 주총 장소를 잡았지만 이 과정이 만만치 않았다. . . 경기도 판교테크노밸리에서도 공공시설 주총 장소 금지 방침이 내려지며 기업들의 고민이 커졌다. 삼성중공업은 판교 글로벌r&d센터 1층 대강당에서 주총을 열려고 했지만 뒤늦게 '대관 불가' 통보를 받고 어쩔 수 없이 자사 사옥으로 장소를 옮겼다. . . 재계 관계자는 '상장사 대관을 취소 당해 주총 장소를 다시 알아보는 건 사상 처음 보는 일'이라며 '코로나19 감염 우려에도 불구하고 사옥을 주총 장소로 삼는 모험을 하는 기업들이 많다'고 말했다.. . 금융당국이 지난달 말 주총 관련 재무제표와 사업보고서 등의 제출 기한을 늦춰주는 '(이름)총 안전 개최 지원 방안'을 내놓았지만 빛 좋은 개살구라는 평이다. 이런 혜택을 받으려면 까다로운 조건들을 충족해야 하기 때문이다. . . 기업들은 주총장에 열화상 카메라를 설치해 참석자들의 체온을 일일이 확인하고, 마스크 착용을 의무화할 방침이지만 감염 가능성을 완벽히 차단하기엔 역부족이라는 지적이다. 전자투표제와 의결권 대리행사제도 활용도 방법이지만 전자투표제를 도입한 곳은 전체 상장사(2354개사) 중 63.1%(1486개사)에 그친다. . . 일부 기업은 주주들의 주총 참여가 극히 적을 수 있다는 점도 걱정이다. 전체 코스닥 상장사의 41.9%인 544곳이 올해 주총에서 감사와 감사위원을 새로 뽑아야 하는데 코로나19 탓에 의결정족수를 채울 수 있을지 벌써부터 고민하고 있다.",2020-03-04 05:30:00,https://news.mt.co.kr/mtview.php?no=2020030314572779793,머니투데이뉴스,산업
99,(이름) 위기론에 초선 반박 'imf때완 다르다',". '내가 1997년 상황을 얘기하는 (이름) 있다. 당시 1월에 한보철강이 부도났는데 아무도 10개월 후에 나라 전체 경제위기로 구제금융까지 받게 될지 몰랐다.'((이름) 새누리당 의원). . 'imf(구제금융) 당시와 지금은 일부는 같지만 일부는 다르다. 당시 결정적인 건 금융부채 등 지불능력 부족의 문제였는데, 지금은 지불능력의 문제는 없다.'((이름) 의원). . 국정감사장에서 여당 내 경제전문가들의 단기전망이 엇갈렸다. 여당 내 거물 경제통인 (이름) 의원(4선)의 단기 위기론을 초선의 경제관료 출신 (이름) 의원이 반박했다. . . 추 의원은 14일 기획재정위원회 국정감사에서 '경제가 실제로 어렵고 imf사태와 비교도 하고 걱정도 하는데 그땐 기업의 부실과 금융부채 문제 등 지불이 어려워지는 문제가 있었다'며 '하지만 지금은 지불능력에 당장 문제가 없는 만큼 단기적으로 위기가 오고 시스템 리스크가 올 가능성은 낮다'고 말했다. . . 이는 앞서 유 의원이 '대우조선해양 사태는 한보철강 부도보다 더 위중한 상황을 불러올 수 있다'며 주장한 위기론을 반박한 내용이다. 유 의원은 이날 '경제성장률이 2.7~2.8이나 되면 다행'이라며 '지난 시기 수십년을 돌아봐도 찾아볼 수 없었던 안보와 경제의 위기가 동시에 발생하는 상황이 오고 있는 것 같다'고 우려했다. . . 유 의원은 국감 기간 내 단기 위기론을 강조했다. 앞선 국감에서는 '(이름) 정부 임기 말에 imf구제금융 당시에 준하는 경제위기가 올 수 있다'고 직접적으로 경고한 바 있다. . . 단기 위기론에 대해서는 의견이 갈렸지만 중장기 경제 리스크에 대해서는 전망이 일치했다. 다만 진단이 다른 만큼 해법은 달랐다. 추 의원은 '문제는 구조적인 체력 약화'라며 '성장잠재력의 확충과 개혁 등에 대한 노력이 필요하며 이 가운데 치유하기 어려운 우리 사회의 이해 갈등 요소를 해소하기 위한 노력도 기울여야 한다'고 말했다. . . 반면 유 의원은 정부 차원의 특단의 대책을 주문했다. 그는 '대통령이 지금부터 비상한 위기의식을 갖고 필요하다면 확장적 재정정책이든 뭐든 (대책을 내고) 국회는 이를 뒷받침해야 한다고 생각한다'며 '부총리 겸 기재부 장관이 대통령과 그 얘기를 할 필요가 있다고 본다'고 말했다.. . .",2016-10-14 18:48:54,https://news.mt.co.kr/mtview.php?no=2016101418297667354,머니투데이뉴스,정치
100,"(이름) '공정경제 3법 후퇴 아냐…재난지원금, 선별 지급 효율적'","[서울=뉴시스] (이름) 기자 = (이름) 청와대 정책실장은 최근 국회에서 통과된 '공정경제 3법'(상법·공정거래법 개정안, 금융그룹감독법 제정안)과 관련해 원안에서 후퇴했다는 지적이 나오자 반박에 나섰다.김 실장은 이날 오전 mbc 라디오 '(이름)의 시선집중'에 출연해 '기업지배구조의 가장 중요한 주체는 시민단체나 개인주주가 아니라 기관투자자여야 된다'고 강조했다.이어 '국민연금을 비롯한 기관투자자들이 상법을 어떻게 받아들이고, 기관투자자들의 행동에 대해서 경영진들은 어떻게 예상하고 상호 작용을 할 것인가라는 것이 상법 회사법 개정에 가장 중요한 것'이라고 말했다. 상법 개정안은 상장회사가 이사 선임시 일반 이사와 감사위원회 위원을 담당할 이사를 분리해서 선임하도록 하고, 이때 최대주주의 의결권을 3%로 제한하는 내용을 골자로 한다.당초 정부가 낸 상법 개정안은 최대주주와 특수관계인이 보유한 주식 합산 시 최대 3%까지만 의결권을 행사할 수 있도록 했다. 이에 대해 재계가 우려를 제기했고, 국회 논의 과정에서 '3%룰'이 일부 완화됐다.김 실장은 '기관투자자들 중심으로 견제의 힘이 작동하도록 만드는 것을 상정한 것이기 때문에 합산이냐 개별이냐 하는 것을 가지고 이사회에 특히 감사위원회 독립성의 성패를 좌우하는 기준으로 판단하는 것은 굉장히 과잉된 판단'이라고 지적했다. 그러면서 '기관투자자는 국민연금과 같은 연기금도 있지만 한편으로는 헤지펀드들도 있다'며 '이번에 분리선출을 제도화했다고 하는 것이 우리나라 기업지배구조의 개선에 굉장히 중요한 의미를 갖는다'고 강조했다. 개정안에는 다중대표소송의 경우 원고의 자격을 비상장사는 현행 1%를 유지하되, 상장사는 현행 0.01%에서 0.5%로 강화하는 내용도 담겼다. 이를 두고 일각에서는 과하다는 지적이 제기되자 김 실장은 '기관투자자들이 적극적으로 움직일 수 있는 자본시장의 환경을 만들어가는 것이 이 제도의 효과성을 높이는 가장 중요한 기본'이라고 강조했다. 이어 '기관투자자 입장에서 본다면 물론 아쉽지만 0.01%나 0.5%나 그렇게 큰 차이는 없다'고 밝혔다. 김 실장은 '스튜어드십 코드를 작동시키기 위한 중요한 제도적 기반이 바로 국민연금과 같은 연기금에서 주주권 행사를 결정하는 기구 위원회를 독립시키는 것'이라며 '만약에 이런 부문에 나중에 정권이 바뀌어서 언젠가, 만약에 국민연금 수탁자책임위원회에 정권이 어떤 의도를 가지고 개입한다면 제2의 국정농단이 될 것'이라고 했다. 김 실장은 그러면서 세 개 조문을 갖고 전체 개혁입법의 의미를 폄훼하는 것은 옳지 않다고 지적했다.김 실장은 신종 코로나바이러스 감염증(코로나19) 3차 재난지원금로 편성된 3조원 규모의 예비비와 관련해 부족하다는 지적이 나오자 '왜 3조만 갖고 이야기 하는가, 목적예비비가 7조고 예비비만 8.6조'라며 '558조 전체 예산 사업 중에 상당 부분이 코로나 대응을 위한 것'이라고 반박했다.그러면서 '전반적인 것을 감안하면서 정부는 검토 작업에 들어갔다'며 '방역에 (이름)가 이뤄지고 난 다음에 전체 피해 규모를 확인하고 (지급) 방법을 짤 것'이라고 밝혔다.김 실장은 아울러 3차 재난지원금 지급 방식과 관련해 '선별 지급'에 힘을 실었다. 김 실장은 '전문가들이나 다른 나라에서는 '보편이 가장 효과적이다'라고 얘기하는 나라가 그렇게 많지 않다'며 1차 긴급재난지원금이 보편 지급됐지만 실제 소비 증대 효과는 미비했다고 밝혔다.이어 '정부는 모든 가능성을 다 열어놓고 검토하고 있지만, 기본적으로는 가장 많은 피해를 보신 분들한테 가장 두텁게 지원하는 것이 효율적이면서도 공정하다는 기본적인 판단은 갖고 있다'고 전했다.◎공감언론 뉴시스 rediu@(이메일)",2020-12-17 10:52:31,https://newsis.com/view/?id=NISX20201217_0001273586,뉴시스,취미
101,"부영, 르완다에 피아노·칠판 기증…'아프리카로 지원 확대'",". 부영그룹이 아프리카 르완다에 디지털 피아노 2000대와 칠판 2만개를 기증했다. 그동안 동남아 14개국을 대상으로 교육 기부와 태권도 보급 지원 등을 해온 데 이어 대상 국가를 아프리카로 확대한 것이다.. . 부영그룹은 지난 23일 르완다의 수도 키갈리의 키미 후루라 초·중등학교에서 이중근 회장과 파피아스 무사필리 마림바 르완다 교육부 장관, 올리비에르 라묵와야 국무장관, 피델레 은다이사바 키갈리 시장, 학생 등 350여명이 참석한 가운데 디지털 피아노와 칠판 기증식을 가졌다고 25일 밝혔다. . . 이중근 회장은 인사말을 통해 '오늘 기증이 양국 간 친선과 우호협력 증진에 한층 더 기여 할 수 있는 계기가 되길 바란다'며 '앞으로도 아프리카지역의 자라나는 어린이들이 배움의 꿈을 계속 키워갈 수 있도록 교육지원 사업에 더욱 힘써 나갈 것'이라고 말했다. . . 디지털 피아노에는 르완다 국가와 민속 노래를 비롯해 우리나라 졸업식 노래와 고향의 봄, 아리랑 등 한국인들이 즐겨 부르는 곡들이 함께 르완다어로 번안 저장돼있어 한국과 르완다 간 문화교류에도 기여할 것으로 부영은 기대했다.. . 앞으로 에티오피아, 짐바브웨, 세네갈 등에 디지털 피아노와 교육용 칠판을 기증하는 등 아프리카지역 국가에 대한 지원을 확대해 나간다는 계획이다.",2015-10-25 11:54:34,https://news.mt.co.kr/mtview.php?no=2015102510481823994,머니투데이뉴스,여성복지
102,자전거도로서도 전동킥보드 탄다…도로교통법 개정안 의결,"(서울=뉴스1) (이름) 기자 = 앞으로 자전거도로에서도 전동킥보드를 탈 수 있게 됐다. 또 이용자는 면허 없이도 전동킥보드를 운전할 수 있게 됐다.경찰청은 전날 국회 본회의에서 이 같은 내용의 도로교통법 개정안이 의결됐다고 21일 밝혔다.개정안 주요 내용은 전동킥보드의 자전거도로 통행을 허용하는 것이다. 이번 개정안은 전동킥보드를 비롯한 원동기장치 자전거 가운데 최고속도 25㎞/h 미만, 총중량 30kg 미만 (이름)단을 새롭게 '개인형이동장치'로 규정했기 때문이다.이 때문에 전기자전거 이용자차럼 '별도의 면허 없이' 전동킥보드를 운전할 수 있게 됐다. 다만 만 13세 미만 어린이에게는 전동킥보드의 운전이 허용되지 않는다.또 기존 자전거 이용자들의 안전과 불편을 (이름)하기 위해 '개인형이동장치' 운전자가 '자전거' 옆을 지날 때 필요한 거리를 확보하도록 했다.아울러 일반 자동차 운전자를 대상으로 제한속도 초과운전 처벌을 강화하는 내용이 이번 개정안에 담겼다.일반 자동차로 제한속도를 80㎞/h 초과해 운전하면 과태료가 아닌 벌금과 징역 같은 형사처벌을 부과한다는 게 핵심이다. 구체적으로 제한속도를 시속 80㎞ 이상 초과 시 30만원 이하 벌금을 내야 한다. 시속 100㎞ 이상 초과했을 경우 100만원 이하 벌금을 부담해야 한다. 3회 이상 제한속도를 100㎞ 초과해 운전하면 1년 이하 징역 또는 500만원 이하 벌금을 받는다.경찰 관계자는 '개정된 법안은 국무회의를 거친 뒤 공포된 날로부터 6개월이 경과한 날부터 시행된다'며 '이에 따라 이르면 연내 시행될 수 있다'고 말했다.<저작권자 © 뉴스1코리아, 무단전재 및 재배포 금지>",2020-05-21 16:00:46,https://www.news1.kr/articles/?3941523,뉴스1,사회일반
103,nc 불펜의 '키플레이어' 원종현 '못했던 것은 이미 지나간 일',"= nc 다이노스 불펜의 핵인 원종현(30)이 후반기 부진의 아쉬움을 털어내고 가을야구에서의 활약을 다짐했다.원종현은 8일 부산 사직구장에서 열리는 2017 타이어뱅크 kbo 포스트시즌 롯데 자이언츠와의 준플레이오프(5전 3선승제) 1차전을 앞두고 '못했던 것은 이미 지나간 일'이라며 '포스트시즌에서 다시 힘을 내 보겠다'고 말했다.전반기 nc 불펜의 주축이었던 원종현은 올해 68경기 80이닝에 나와 3승6패 22홀드 평균자책점 4.39의 성적을 냈다.홀드 부문에서 진해수(lg 24홀드)에 이어 두 번째로 많은 홀드를 수확하며 nc의 필승조 역할을 했다.하지만 전반기에 너무 많이 던진 탓에 후반기에 페이스가 확 떨어진 모습을 보였다. 전반기 42경기에서 18홀드(3승2패 평균자책점 3.06)로 잘 던졌던 원종현은 후반기에 4홀드(4패, 평균자책점 7.00)를 추가하는 데 그쳤다.원종현은 '후반기에 체력적으로 지치면서 구속도 떨어지고 스트레스가 컸다'면서 '그래도 부침을 통해 배운 점이 많았다'고 말했다.그는 '처음에는 그냥 단순하게 바깥 쪽으로 힘으로만 밀어 붙였는데 막판에 몸쪽 승부를 많이 하면서 깨달은 것이 있다. 지친 것은 맞지만 더 많이 배운 것에 만족한다'고 했다.원종현은 '후반기에 페이스가 떨어졌지만 못했던 것들은 이미 지나갔다'며 '다시 힘을 내서 던져 보겠다'고 각오를 다졌다.원종현은 '낙동강 더비'로 불리는 롯데와의 맞대결에 대해서도 '재미있다. 라이벌이라고 개의치 않고 최선을 다해 보겠다'고 미소 지었다.<저작권자 © 뉴스1코리아, 무단전재 및 재배포 금지>",2017-10-08 13:51:45,https://www.news1.kr/articles/?3118120,뉴스1,스포츠
104,"제주·순천·창녕·인제, '람사르습지 도시' 국제 인증","【서울=뉴시스】(이름) 기자 = 환경부는 습지 보전에 앞장선 제주시와 순천시, 창녕군, 인제군 등 4곳이 25일 '람사르습지 도시' 인증을 받았다고 밝혔다. 이날 아랍에미리트 두바이에서 열린 제13차 람사르협약 당사국총회에선 한국을 포함해 중국(6곳)과 프랑스(4곳), 헝가리, 마다카스카르, 스리랑카, 튀니지(이상 1곳) 등 7개국 18곳이 첫 람사르습지 도시로 인증됐다. 람사르습지 도시는 우리나라 환경부가 2011년 국제 사회에 제안하고 튀니지와 공동 발의한 제도로 2015년 우루과이에서 열린 제12차 총회에서 채택됐다. 습지의 보전과 현명한 이용에 참여하는 도시나 마을을 3년마다 인증하는 제도다. 현재 우리나라에는 인제군 대암산 용늪과 순천시 순천만 갯벌, 제주 동백동산 습지와 숨은물뱅듸 등 22곳의 람사르습지(191.6㎢)가 있다. 제주시는 제주도습지보전종합계획을 수립하고 습지보전조례를 제정했다. 동백동산 습지 등 지역 주민들은 동백동산습지센터의 운영과 역량강화 사업에 적극적으로 참여했다. 창녕군은 우포늪 지역 주민과 함께 관련 기관과 협의해 따오기 복귀를 위한 논 습지를 (이름)는 등 협력 구조를 만들었다. 인제군은 대암산 용늪에 사는 주민들이 가는오이풀 등 습지식물을 증식·재배해 원주지방환경청 용늪 복원사업 때 활용된 바 있다. 순천시는 순천만·동천하구 습지 관리를 위해 도시계획 차원에서 완충지역(생태보(이름))을 지정했다. 람사르습지 도시로 인증받은 이들 지방정부 4곳은 국제사회가 인증하는 '람사르' 상징을 6년간 사용할 수 있으며 재인증 여부에 따라 권한을 연장할 수 있다. 지역농산품·생산품 등에 국제 사회 인증 친환경 로고를 사용할 수 있는만큼 홍보효과가 클 것으로 환경부는 내다보고 있다. 환경부는 지방정부 및 주민과 협의해 람사르습지 도시 운영 지침서(가이드라인)를 만들고 이후 운영·관리 방안을 마련할 계획이다. 나아가 이번에 인증받은 18곳의 시장·군수 협의회를 국제사회에 제안하고, 람사르습지 도시 인증 검토 기구인 독립자문위원회의 의장직을 튀니지와 공동으로 맡아 인증제 조기 정착을 지원한다. 유승광 환경부 자연생태정책과장은 '람사르습지 도시 인증을 계기로 행정주도로 진행되었던 습지 보호지역 관리가 지역 공동체의 참여 체계로 전환되는 계기가 될 것'이라고 말했다. limj@(이메일)<저작권자ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지.>",2018-10-25 18:31:39,https://newsis.com/view/?id=NISX20181025_0000454023,뉴시스,여행레저
